Index,Cement (kg/m3),SF (kg/m3),BFS (kg/m3),FA (kg/m3),QP (kg/m3),LSP (kg/m3),NS (kg/m3),Fiber (kg/m3),Sand (kg/m3),Gravel (kg/m3),Water (kg/m3),SP (kg/m3),T (oC),RH (%),Age (days),Unnamed: 16,fc (MPa)
451,545.88,0.0,0.0,0.0,0.0,0.0,4.12,0.0,728.0,1092,137.5,9.9,21,100,28,,83.6
452,541.75,0.0,0.0,0.0,0.0,0.0,8.25,0.0,725.0,1087,137.5,12.65,21,100,28,,84.7
453,545.88,0.0,0.0,0.0,0.0,0.0,4.12,0.0,674.0,1011,192.5,4.4,21,100,90,,62.0
454,541.75,0.0,0.0,0.0,0.0,0.0,8.25,0.0,671.0,1007,192.5,6.6,21,100,90,,65.9
455,545.88,0.0,0.0,0.0,0.0,0.0,4.12,0.0,674.0,1011,192.5,4.4,21,100,90,,58.4
456,541.75,0.0,0.0,0.0,0.0,0.0,8.25,0.0,671.0,1007,192.5,6.6,21,100,90,,65.3
457,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,1057,165.0,3.85,21,100,90,,74.3
458,545.88,0.0,0.0,0.0,0.0,0.0,4.12,0.0,702.0,1052,165.0,6.6,21,100,90,,75.1
459,541.75,0.0,0.0,0.0,0.0,0.0,8.25,0.0,699.0,1049,165.0,8.25,21,100,90,,76.9
460,545.88,0.0,0.0,0.0,0.0,0.0,4.12,0.0,702.0,1052,165.0,6.6,21,100,90,,71.9
461,541.75,0.0,0.0,0.0,0.0,0.0,8.25,0.0,699.0,1049,165.0,8.25,21,100,90,,70.8
462,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,1098,137.5,6.6,21,100,90,,93.8
463,545.88,0.0,0.0,0.0,0.0,0.0,4.12,0.0,728.0,1092,137.5,9.9,21,100,90,,95.0
464,541.75,0.0,0.0,0.0,0.0,0.0,8.25,0.0,725.0,1087,137.5,12.65,21,100,90,,91.2
465,545.88,0.0,0.0,0.0,0.0,0.0,4.12,0.0,728.0,1092,137.5,9.9,21,100,90,,90.0
466,541.75,0.0,0.0,0.0,0.0,0.0,8.25,0.0,725.0,1087,137.5,12.65,21,100,90,,92.6
467,950.0,200.0,0.0,0.0,350.0,0.0,0.0,234.0,570.0,0,230.0,53.0,20,100,28,,140.7
468,950.0,200.0,0.0,0.0,350.0,0.0,0.0,234.0,690.0,0,230.0,53.0,20,100,28,,144.7
469,950.0,200.0,0.0,0.0,350.0,0.0,0.0,234.0,810.0,0,230.0,53.0,20,100,28,,144.5
470,863.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,0,177.0,32.37,20,100,7,,88.9
471,647.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,923.0,0,177.0,32.37,20,100,7,,86.7
472,432.0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,923.0,0,177.0,32.4,20,100,7,,79.2
473,829.0,216.0,0.0,0.0,0.0,0.0,34.5,0.0,923.0,0,177.0,32.39,20,100,7,,91.1
474,852.0,216.0,0.0,0.0,0.0,0.0,10.8,0.0,923.0,0,177.0,32.36,20,100,7,,101.9
475,863.0,216.0,0.0,0.0,0.0,0.0,0.0,156.0,923.0,0,177.0,32.37,20,100,7,,103.7
476,647.0,216.0,216.0,0.0,0.0,0.0,0.0,156.0,923.0,0,177.0,32.37,20,100,7,,118.1
477,647.0,216.0,0.0,216.0,0.0,0.0,0.0,156.0,923.0,0,177.0,32.37,20,100,7,,118.7
478,432.0,216.0,216.0,216.0,0.0,0.0,0.0,156.0,923.0,0,177.0,32.4,20,100,7,,117.6
479,829.0,216.0,0.0,0.0,0.0,0.0,34.5,156.0,923.0,0,177.0,32.39,20,100,7,,118.7
480,852.0,216.0,0.0,0.0,0.0,0.0,10.8,156.0,923.0,0,177.0,32.36,20,100,7,,122.6
481,863.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,0,177.0,32.37,20,100,28,,104.1
482,647.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,923.0,0,177.0,32.37,20,100,28,,109.0
483,647.0,216.0,0.0,216.0,0.0,0.0,0.0,0.0,923.0,0,177.0,32.37,20,100,28,,109.0
484,432.0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,923.0,0,177.0,32.4,20,100,28,,103.0
485,829.0,216.0,0.0,0.0,0.0,0.0,34.5,0.0,923.0,0,177.0,32.39,20,100,28,,113.9
486,852.0,216.0,0.0,0.0,0.0,0.0,10.8,0.0,923.0,0,177.0,32.36,20,100,28,,113.3
487,863.0,216.0,0.0,0.0,0.0,0.0,0.0,156.0,923.0,0,177.0,32.37,20,100,28,,142.1
488,647.0,216.0,216.0,0.0,0.0,0.0,0.0,156.0,923.0,0,177.0,32.37,20,100,28,,157.2
489,647.0,216.0,0.0,216.0,0.0,0.0,0.0,156.0,923.0,0,177.0,32.37,20,100,28,,156.0
490,432.0,216.0,216.0,216.0,0.0,0.0,0.0,156.0,923.0,0,177.0,32.4,20,100,28,,154.4
491,829.0,216.0,0.0,0.0,0.0,0.0,34.5,156.0,923.0,0,177.0,32.39,20,100,28,,156.0
492,852.0,216.0,0.0,0.0,0.0,0.0,10.8,156.0,923.0,0,177.0,32.36,20,100,28,,154.4
493,900.0,220.0,0.0,0.0,0.0,0.0,0.0,156.0,1005.0,0,163.0,40.0,23,100,7,,124.1
494,900.0,165.0,0.0,55.0,0.0,0.0,0.0,156.0,1021.0,0,163.0,40.0,23,100,7,,115.5
495,900.0,110.0,0.0,110.0,0.0,0.0,0.0,156.0,1036.0,0,163.0,40.0,23,100,7,,113.5
496,810.0,220.0,0.0,90.0,0.0,0.0,0.0,156.0,1002.0,0,163.0,40.0,23,100,7,,116.0
497,720.0,220.0,0.0,180.0,0.0,0.0,0.0,156.0,998.0,0,163.0,40.0,23,100,7,,116.5
498,630.0,220.0,0.0,270.0,0.0,0.0,0.0,156.0,994.0,0,163.0,40.0,23,100,7,,110.0
499,900.0,220.0,0.0,0.0,0.0,0.0,0.0,156.0,1005.0,0,163.0,40.0,23,100,14,,132.9
500,900.0,165.0,0.0,55.0,0.0,0.0,0.0,156.0,1021.0,0,163.0,40.0,23,100,14,,123.0
501,900.0,110.0,0.0,110.0,0.0,0.0,0.0,156.0,1036.0,0,163.0,40.0,23,100,14,,122.0
502,810.0,220.0,0.0,90.0,0.0,0.0,0.0,156.0,1002.0,0,163.0,40.0,23,100,14,,125.3
503,720.0,220.0,0.0,180.0,0.0,0.0,0.0,156.0,998.0,0,163.0,40.0,23,100,14,,125.1
504,630.0,220.0,0.0,270.0,0.0,0.0,0.0,156.0,994.0,0,163.0,40.0,23,100,14,,124.5
505,900.0,220.0,0.0,0.0,0.0,0.0,0.0,156.0,1005.0,0,163.0,40.0,23,100,28,,143.0
506,900.0,165.0,0.0,55.0,0.0,0.0,0.0,156.0,1021.0,0,163.0,40.0,23,100,28,,138.8
507,900.0,110.0,0.0,110.0,0.0,0.0,0.0,156.0,1036.0,0,163.0,40.0,23,100,28,,138.2
508,810.0,220.0,0.0,90.0,0.0,0.0,0.0,156.0,1002.0,0,163.0,40.0,23,100,28,,140.4
509,720.0,220.0,0.0,180.0,0.0,0.0,0.0,156.0,998.0,0,163.0,40.0,23,100,28,,132.2
510,630.0,220.0,0.0,270.0,0.0,0.0,0.0,156.0,994.0,0,163.0,40.0,23,100,28,,130.6
511,900.0,220.0,0.0,0.0,0.0,0.0,0.0,156.0,1005.0,0,163.0,40.0,23,100,56,,161.6
512,900.0,165.0,0.0,55.0,0.0,0.0,0.0,156.0,1021.0,0,163.0,40.0,23,100,56,,154.8
513,900.0,110.0,0.0,110.0,0.0,0.0,0.0,156.0,1036.0,0,163.0,40.0,23,100,56,,152.4
514,810.0,220.0,0.0,90.0,0.0,0.0,0.0,156.0,1002.0,0,163.0,40.0,23,100,56,,157.2
515,720.0,220.0,0.0,180.0,0.0,0.0,0.0,156.0,998.0,0,163.0,40.0,23,100,56,,153.7
516,630.0,220.0,0.0,270.0,0.0,0.0,0.0,156.0,994.0,0,163.0,40.0,23,100,56,,151.0
517,666.4,210.5,35.1,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,90,100,28,,144.7
518,631.4,210.5,70.1,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,90,100,28,,159.1
519,596.3,210.5,105.2,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,90,100,28,,147.4
520,561.2,210.5,140.3,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,90,100,28,,139.6
521,526.1,210.5,175.4,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,90,100,28,,130.6
522,701.5,210.5,0.0,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,200,100,28,,161.9
523,666.4,210.5,35.1,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,200,100,28,,170.1
524,631.4,210.5,70.1,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,200,100,28,,175.9
525,561.2,210.5,140.3,0.0,259.6,0.0,0.0,156.0,820.8,0,164.2,17.5,200,100,28,,179.1
526,620.2,114.2,0.0,164.9,0.0,0.0,0.0,156.0,1277.5,0,161.9,36.0,20,100,1,,91.1
527,558.1,114.2,62.0,164.9,0.0,0.0,0.0,156.0,1276.6,0,161.9,36.0,20,100,1,,77.9
528,620.2,114.2,0.0,164.9,0.0,0.0,0.0,156.0,1277.5,0,161.9,36.0,20,100,3,,113.8
529,558.1,114.2,62.0,164.9,0.0,0.0,0.0,156.0,1276.6,0,161.9,36.0,20,100,3,,102.7
530,620.2,114.2,0.0,164.9,0.0,0.0,0.0,156.0,1277.5,0,161.9,36.0,20,100,7,,134.2
531,558.1,114.2,62.0,164.9,0.0,0.0,0.0,156.0,1276.6,0,161.9,36.0,20,100,7,,130.5
532,496.1,114.2,124.0,164.9,0.0,0.0,0.0,156.0,1275.9,0,161.9,36.0,20,100,7,,129.8
533,434.1,114.2,186.0,164.9,0.0,0.0,0.0,156.0,1275.0,0,161.9,36.0,20,100,7,,121.7
534,558.1,114.2,62.0,164.9,0.0,0.0,0.0,156.0,1276.6,0,161.9,36.0,20,100,14,,160.5
535,496.1,114.2,124.0,164.9,0.0,0.0,0.0,156.0,1275.9,0,161.9,36.0,20,100,14,,162.0
536,434.1,114.2,186.0,164.9,0.0,0.0,0.0,156.0,1275.0,0,161.9,36.0,20,100,14,,153.9
537,558.1,114.2,62.0,164.9,0.0,0.0,0.0,156.0,1276.6,0,161.9,36.0,20,100,28,,170.7
538,496.1,114.2,124.0,164.9,0.0,0.0,0.0,156.0,1275.9,0,161.9,36.0,20,100,28,,175.8
539,434.1,114.2,186.0,164.9,0.0,0.0,0.0,156.0,1275.0,0,161.9,36.0,20,100,28,,168.4
540,863.2,215.8,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,20,100,1,,36.1
541,857.8,215.8,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,20,100,1,,42.2
542,852.4,215.8,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,20,100,1,,47.7
543,847.0,215.8,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,20,100,1,,53.1
544,841.6,215.8,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,20,100,1,,53.1
545,863.2,215.8,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,20,100,3,,75.6
546,857.8,215.8,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,20,100,3,,81.7
547,852.4,215.8,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,20,100,3,,85.1
548,847.0,215.8,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,20,100,3,,87.8
549,841.6,215.8,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,20,100,3,,81.7
550,863.2,215.8,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,20,100,7,,83.7
551,857.8,215.8,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,20,100,7,,92.6
552,852.4,215.8,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,20,100,7,,102.1
553,847.0,215.8,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,20,100,7,,105.5
554,841.6,215.8,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,20,100,7,,102.8
555,863.2,215.8,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,20,100,28,,103.5
556,857.8,215.8,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,20,100,28,,108.3
557,852.4,215.8,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,20,100,28,,113.7
558,847.0,215.8,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,20,100,28,,112.3
559,841.6,215.8,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,20,100,28,,110.3
560,863.2,215.8,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,20,100,90,,119.8
561,857.8,215.8,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,20,100,90,,128.0
562,852.4,215.8,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,20,100,90,,130.7
563,847.0,215.8,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,20,100,90,,123.2
564,841.6,215.8,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,20,100,90,,117.8
565,750.0,144.0,0.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,38.0,20,100,3,,82.3
566,675.0,144.0,75.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,38.0,20,100,3,,68.9
567,600.0,144.0,150.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,36.0,20,100,3,,64.5
568,525.0,144.0,225.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,36.0,20,100,3,,60.7
569,450.0,144.0,300.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,34.0,20,100,3,,53.0
570,375.0,144.0,375.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,30.0,20,100,3,,48.1
571,750.0,144.0,0.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,38.0,20,100,7,,100.1
572,675.0,144.0,75.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,38.0,20,100,7,,90.0
573,600.0,144.0,150.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,36.0,20,100,7,,84.3
574,525.0,144.0,225.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,36.0,20,100,7,,82.3
575,450.0,144.0,300.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,34.0,20,100,7,,78.0
576,375.0,144.0,375.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,30.0,20,100,7,,70.3
577,750.0,144.0,0.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,38.0,20,100,28,,121.8
578,675.0,144.0,75.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,38.0,20,100,28,,125.2
579,600.0,144.0,150.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,36.0,20,100,28,,127.6
580,525.0,144.0,225.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,36.0,20,100,28,,127.1
581,450.0,144.0,300.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,34.0,20,100,28,,122.3
582,375.0,144.0,375.0,200.0,0.0,0.0,0.0,0.0,990.0,0,182.0,30.0,20,100,28,,116.0
583,960.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,793.7,0,234.0,45.0,23,100,7,,107.6
584,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,787.1,0,234.0,45.0,23,100,7,,119.3
585,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,780.5,0,234.0,45.0,23,100,7,,121.8
586,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,773.8,0,234.0,45.0,23,100,7,,124.2
587,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,767.2,0,234.0,45.0,23,100,7,,126.9
588,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,754.0,0,234.0,45.0,23,100,7,,129.2
589,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,740.7,0,234.0,45.0,23,100,7,,136.6
590,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,786.4,0,234.0,45.0,23,100,7,,118.1
591,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,779.2,0,234.0,45.0,23,100,7,,120.2
592,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,771.9,0,234.0,45.0,23,100,7,,122.6
593,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,764.7,0,234.0,45.0,23,100,7,,127.4
594,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,720.7,0,234.0,57.0,23,100,7,,130.0
595,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,706.2,0,234.0,57.0,23,100,7,,132.4
596,960.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,793.7,0,234.0,45.0,23,100,28,,136.6
597,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,787.1,0,234.0,45.0,23,100,28,,148.7
598,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,780.5,0,234.0,45.0,23,100,28,,150.1
599,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,773.8,0,234.0,45.0,23,100,28,,152.5
600,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,767.2,0,234.0,45.0,23,100,28,,154.8
601,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,754.0,0,234.0,45.0,23,100,28,,160.6
602,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,740.7,0,234.0,45.0,23,100,28,,162.8
603,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,786.4,0,234.0,45.0,23,100,28,,144.5
604,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,779.2,0,234.0,45.0,23,100,28,,148.6
605,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,771.9,0,234.0,45.0,23,100,28,,151.8
606,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,764.7,0,234.0,45.0,23,100,28,,154.8
607,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,720.7,0,234.0,57.0,23,100,28,,156.2
608,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,706.2,0,234.0,57.0,23,100,28,,160.1
609,960.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,793.7,0,234.0,45.0,23,100,56,,150.1
610,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,787.1,0,234.0,45.0,23,100,56,,163.1
611,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,780.5,0,234.0,45.0,23,100,56,,166.2
612,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,773.8,0,234.0,45.0,23,100,56,,167.6
613,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,767.2,0,234.0,45.0,23,100,56,,170.7
614,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,754.0,0,234.0,45.0,23,100,56,,172.7
615,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,740.7,0,234.0,45.0,23,100,56,,173.2
616,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,786.4,0,234.0,45.0,23,100,56,,160.9
617,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,779.2,0,234.0,45.0,23,100,56,,163.3
618,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,771.9,0,234.0,45.0,23,100,56,,164.7
619,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,764.7,0,234.0,45.0,23,100,56,,164.9
620,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,720.7,0,234.0,57.0,23,100,56,,165.5
621,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,706.2,0,234.0,57.0,23,100,56,,166.7
622,960.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,793.7,0,234.0,45.0,23,100,90,,156.1
623,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,787.1,0,234.0,45.0,23,100,90,,167.8
624,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,780.5,0,234.0,45.0,23,100,90,,169.4
625,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,773.8,0,234.0,45.0,23,100,90,,170.5
626,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,767.2,0,234.0,45.0,23,100,90,,173.6
627,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,754.0,0,234.0,45.0,23,100,90,,176.8
628,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,740.7,0,234.0,45.0,23,100,90,,180.3
629,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,786.4,0,234.0,45.0,23,100,90,,165.1
630,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,779.2,0,234.0,45.0,23,100,90,,167.7
631,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,771.9,0,234.0,45.0,23,100,90,,167.9
632,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,764.7,0,234.0,45.0,23,100,90,,169.1
633,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,720.7,0,234.0,57.0,23,100,90,,170.9
634,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,706.2,0,234.0,57.0,23,100,90,,172.5
635,960.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,793.7,0,234.0,45.0,23,100,180,,161.3
636,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,787.1,0,234.0,45.0,23,100,180,,169.8
637,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,780.5,0,234.0,45.0,23,100,180,,170.9
638,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,773.8,0,234.0,45.0,23,100,180,,172.3
639,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,767.2,0,234.0,45.0,23,100,180,,175.2
640,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,754.0,0,234.0,45.0,23,100,180,,178.1
641,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,740.7,0,234.0,45.0,23,100,180,,182.4
642,960.0,240.0,0.0,0.0,0.0,0.0,0.0,19.5,786.4,0,234.0,45.0,23,100,180,,167.9
643,960.0,240.0,0.0,0.0,0.0,0.0,0.0,39.0,779.2,0,234.0,45.0,23,100,180,,169.1
644,960.0,240.0,0.0,0.0,0.0,0.0,0.0,58.5,771.9,0,234.0,45.0,23,100,180,,170.3
645,960.0,240.0,0.0,0.0,0.0,0.0,0.0,78.0,764.7,0,234.0,45.0,23,100,180,,172.5
646,960.0,240.0,0.0,0.0,0.0,0.0,0.0,117.0,720.7,0,234.0,57.0,23,100,180,,174.2
647,960.0,240.0,0.0,0.0,0.0,0.0,0.0,156.0,706.2,0,234.0,57.0,23,100,180,,177.2
648,472.0,262.0,315.0,0.0,0.0,0.0,0.0,0.0,1049.0,0,178.0,21.0,23,100,7,,94.5
649,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,23,100,7,,115.0
650,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,23,100,7,,120.9
651,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,23,100,7,,108.8
652,472.0,262.0,315.0,0.0,0.0,0.0,0.0,0.0,1049.0,0,178.0,21.0,23,100,28,,98.3
653,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,23,100,28,,134.3
654,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,23,100,28,,143.5
655,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,23,100,28,,127.6
656,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,23,100,28,,123.4
657,472.0,262.0,315.0,0.0,0.0,0.0,0.0,156.0,1049.0,0,178.0,21.0,23,100,28,,120.5
658,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.0,0,160.0,9.59,23,100,7,,63.7
659,640.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.4,0,160.0,9.6,23,100,7,,57.4
660,600.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.0,0,160.0,9.6,23,100,7,,60.5
661,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.8,0,144.0,9.59,23,100,7,,68.49
662,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.2,0,176.0,9.59,23,100,7,,55.32
663,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.0,0,160.0,11.22,23,100,7,,63.22
664,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.8,0,160.0,8.02,23,100,7,,58.83
665,765.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.8,0,180.0,10.79,23,100,7,,66.8
666,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.2,0,180.0,10.8,23,100,7,,69.2
667,675.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.25,0,180.0,10.8,23,100,7,,64.5
668,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.6,0,162.0,10.8,23,100,7,,72.0
669,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0,198.0,10.8,23,100,7,,64.1
670,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,0,180.0,12.6,23,100,7,,70.24
671,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.4,0,180.0,9.0,23,100,7,,67.61
672,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.0,0,200.0,11.99,23,100,7,,72.3
673,800.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,0,200.0,12.0,23,100,7,,73.1
674,750.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0,200.0,12.0,23,100,7,,67.6
675,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0,180.0,11.99,23,100,7,,74.63
676,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,0,220.0,11.99,23,100,7,,67.61
677,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.0,0,200.0,14.03,23,100,7,,72.88
678,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.5,0,200.0,10.03,23,100,7,,69.37
679,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.0,0,160.0,9.59,23,100,28,,118.7
680,640.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.4,0,160.0,9.6,23,100,28,,113.2
681,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.8,0,144.0,9.59,23,100,28,,122.93
682,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.2,0,176.0,9.59,23,100,28,,108.88
